W1,W2,W3,F
seat,sharing,dmkcongress,1
see,urgency,admk,1
urgency,admk,parties,1
admk,parties,inking,1
parties,inking,agreements,1
half,strongholds,eventually,1
least,half,strongholds,1
votes,least,half,1
split,votes,least,1
ensure,victory,seats,1
victory,seats,seat,1
seats,seat,sharing,1
sharing,talks,taking,1
talks,taking,place,1
taking,place,smooth,1
place,smooth,cordial,1
smooth,cordial,manner,1
cordial,manner,seatsharing,1
manner,seatsharing,finalised,1
seatsharing,finalised,announced,1
finalised,announced,soon,1
foreseeing,definite,defeat,1
definite,defeat,decided,1
defeat,decided,contest,1
decided,contest,https…,1
admk,split,ammk,1
split,ammk,split,1
ammk,split,votes,1
like,said,word,1
congrats,advance,candidates,1
agreements,election,commission,1
ally,likely,allies,1
raj,formally,joins,1
formally,joins,party,1
joins,party,dinesh,1
party,dinesh,gundu,1
gundu,rao,via,1
arrangements,strengthen,grand…,1
maximum,seats,congress,1
congress,dmk,ally,1
dmk,ally,likely,1
likely,allies,likely,1
arrangements,strengthen,grand,1
allies,likely,get,1
conclude,alliance,talks,1
alliance,talks,seatsharing,1
talks,seatsharing,arrangement,1
seatsharing,arrangement,two,1
arrangement,two,parties,1
two,parties,inked,1
parties,inked,pm,1
inked,pm,ks,1
prakash,raj,formally,1
congress,prakash,raj,1
dmkcongress,deal,finalised,1
noon,seal,deal,1
including,perarivalan,released,1
days,ago,waas,1
ago,waas,criticizing,1
waas,criticizing,left,1
criticizing,left,right,1
left,right,seem,1
right,seem,quite,1
seem,quite,content,1
alliance,announcement,likely,1
announcement,likely,evening,1
likely,evening,congress,1
evening,congress,leaders,1
congress,leaders,venugopal,1
leaders,venugopal,tn,1
venugopal,tn,incharge,1
tn,incharge,land,1
incharge,land,chennai,1
land,chennai,noon,1
chennai,noon,seal,1
pm,ks,alagiri,1
strengthen,grand,alliance,1
chor,chokidaar,sir🙂,1
till,year,ago,1
said,seeking,end,1
seeking,end,speculation,1
end,speculation,retirement,1
speculation,retirement,photo,1
retirement,photo,congress,1
sonia,gandhi,likely,1
likely,contest,lok,1
lok,election,much,1
election,much,congress,1
year,ago,thought,1
finalise,tamilnadu,today,1
ago,thought,stood,1
thought,stood,chance,1
stood,chance,three,1
chance,three,months,1
three,months,go,1
months,go,split,1
go,split,wide,1
split,wide,open,1
rally,march,http…,1
sources,said,seeking,1
party,sources,said,1
contesting,party,sources,1
chairperson,contesting,party,1
tamilnadu,today,targeted,1
today,targeted,last,1
targeted,last,evening,1
last,evening,vaikos,1
evening,vaikos,expects,1
vaikos,expects,seats,1
seems,madhya,pradesh,1
madhya,pradesh,asked,1
pradesh,asked,kamal,1
asked,kamal,nath,1
kamal,nath,continue,1
nath,continue,hindutva,1
continue,hindutva,politics,1
hindutva,politics,good,1
politics,good,include,1
good,include,alliance,1
pradesh,attached,the…,1
pradesh,attached,young,1
attached,young,faces,1
inking,agreements,election,1
election,commission,shall,1
safe,crime,free,1
candidacy,pm,modi,1
mp,joins,likely,1
joins,likely,contest,1
priyanka,gandhi,visit,1
gandhi,visit,varanasi,1
visit,varanasi,amid,1
varanasi,amid,cadres,1
amid,cadres,call,1
cadres,call,candidacy,1
call,candidacy,pm,1
pm,modi,read,1
win,hearts,voters,1
modi,read,full,1
political,violence,continues,1
violence,continues,kerala,1
continues,kerala,even,1
kerala,even,leaders,1
even,leaders,merrily,1
leaders,merrily,take,1
merrily,take,marches,1
take,marches,win,1
suspended,mp,joins,1
elections,suspended,mp,1
lok,elections,suspended,1
new,instead,etc,1
forward,slogan,modi,1
slogan,modi,hatao,1
want,see,instead,1
see,instead,etc,1
rally,recently,appointed,1
recently,appointed,party,1
general,secretary,priyanka,1
secretary,priyanka,gandhi,1
gandhi,vadra,state,1
vadra,state,next,1
state,next,month,1
however,want,see,1
next,instead,etc,1
instead,etc,speech,1
etc,speech,today,1
im,proud,want,1
proud,want,see,1
want,see,new,1
see,new,instead,1
marches,win,hearts,1
hearts,voters,two,1
alliance,moving,forward,1
promote,eminent,leaders,1
candidate,would,enjoys,1
would,enjoys,support,1
enjoys,support,communities,1
support,communities,known,1
communities,known,clean,1
known,clean,image,1
clean,image,congress,1
image,congress,promote,1
congress,promote,eminent,1
eminent,leaders,national,1
voters,two,congress,1
leaders,national,politics,1
party,officials,said,1
officials,said,already,1
said,already,started,1
already,started,forming,1
started,forming,committees,1
forming,committees,know,1
committees,know,opinions,1
know,opinions,grassroot,1
central,candidate,would,1
lesson,dynasty,party,1
teach,lesson,dynasty,1
people,teach,lesson,1
two,congress,men,1
congress,men,hacked,1
men,hacked,death,1
hacked,death,allegedly,1
death,allegedly,cpm,1
allegedly,cpm,cadres,1
cpm,cadres,kasargodu,1
cadres,kasargodu,progress,1
dont,expext,anything,1
expext,anything,party,1
congress,come,pro,1
come,pro,pakistan,1
pakistan,agenda,dare,1
agenda,dare,include,1
dare,include,fund,1
include,fund,manifesto,1
fund,manifesto,let,1
manifesto,let,people,1
let,people,teach,1
moving,forward,slogan,1
grand,alliance,moving,1
commission,shall,announce,1
asking,congress,party,1
price,turmeric,red,1
turmeric,red,sorghum(jowar,1
red,sorghum(jowar,farmers,1
congress,workers,via,1
said,earlier,supporting,1
earlier,supporting,political,1
supporting,political,party,1
political,party,asking,1
party,asking,congress,1
congress,party,support,1
leaders,rest,seats,1
party,support,central,1
support,central,im,1
fearing,loose,doesnt,1
loose,doesnt,care,1
doesnt,care,explore,1
care,explore,dictionary,1
explore,dictionary,harm,1
dictionary,harm,congress,1
harm,congress,leaders,1
support,price,turmeric,1
minimum,support,price,1
demand,minimum,support,1
watch,chanakya,master,1
shall,announce,schedule,1
announce,schedule,within,1
schedule,within,week,1
within,week,hope,1
week,hope,upa,1
hope,upa,prepared,1
upa,prepared,tamilnadu,1
prepared,tamilnadu,plans,1
congress,workers,URL,1
concern,whether,god,1
whether,god,side,1
god,side,greatest,1
side,greatest,concern,1
greatest,concern,gods,1
concern,gods,side,1
gods,side,god,1
side,god,always,1
god,always,right,1
uttar,pradesh,reports…,1
congress,leaders,rest,1
rest,seats,words,1
said,grand,alliance,1
congress,terrorists,come,1
hii,receiving,money,1
receiving,money,staged,1
money,staged,acting,1
well,save,held,1
save,held,hostage,1
held,hostage,party,1
rally,recently,appointe…,1
congressaap,alliance,agai…,1
contest,election,constituency,1
terrorists,come,shout,1
seats,words,like,1
come,shout,hindustan,1
shout,hindustan,never,1
hindustan,never,ever,1
ever,vote,anti,1
vote,anti,national,1
anti,national,party,1
alliance,president,monday,1
president,monday,said,1
monday,said,grand,1
chalte,hii,receiving,1
hi,chalte,hii,1
nikalte,hi,chalte,1
dur,nikalte,hi,1
words,like,hindu,1
like,hindu,terror,1
hindu,terror,hindu,1
terror,hindu,pakistan,1
hindu,pakistan,atankwad,1
pakistan,atankwad,shiv,1
atankwad,shiv,ling,1
shiv,ling,chappal,1
ling,chappal,cow,1
support,pm,emerges,1
pm,emerges,second,1
emerges,second,attractive,1
second,attractive,leader,1
leader,support,karnataka,1
support,karnataka,cm,1
karnataka,cm,support,1
ghar,se,kuch,1
se,kuch,dur,1
kuch,dur,nikalte,1
case,including,perarivalan,1
conclude,alliance,tal…,1
rae,uttar,pradesh,1
dancing,say,carried,1
dethrone,it’s,vs,1
says,prime,time,1
prime,time,minister,1
time,minister,war,1
minister,war,cry,1
war,cry,could,1
cry,could,make,1
could,make,sing,1
seen,dancing,say,1
override,favor,one,1
prefer,lead,country,1
favor,one,community,1
one,community,favor,1
community,favor,pro,1
secretary,said,party,1
comes,power,photo,1
power,photo,ians,1
selecting,candidate,candidate,1
candidate,candidate,region,1
came,widening,disenchantment…,1
money,dethrone,it’s,1
friday,said,party,1
rawat,friday,said,1
harish,rawat,friday,1
isnt,winning,seats,1
winning,seats,delhi,1
seats,delhi,definitely,1
delhi,definitely,andhra,1
definitely,andhra,pradesh,1
andhra,pradesh,wont,1
pradesh,wont,let,1
wont,let,vote,1
let,vote,go,1
vote,go,waste,1
congress,president,trying,1
president,trying,scout,1
trying,scout,around,1
scout,around,safe,1
around,safe,seat,1
safe,seat,amethi,1
difference,weak,leader,1
weak,leader,vs,1
leader,vs,strong,1
would,prefer,lead,1
lead,country,elections,1
meeting,monday,delhi,1
mps,likely,replaced,1
anil,shirole,sharad,1
shirole,sharad,sunil,1
sharad,sunil,gaikwad,1
sunil,gaikwad,dilip,1
gaikwad,dilip,gandhi,1
dilip,gandhi,sitting,1
gandhi,sitting,ls,1
sitting,ls,mps,1
ls,mps,likely,1
likely,replaced,upcoming,1
dcm,parameshwara,meet,1
replaced,upcoming,elections,1
meeting,leaders,opposition,1
leaders,opposition,parties,1
opposition,parties,held,1
parties,held,common,1
held,common,minimum,1
common,minimum,programme,1
minimum,programme,said,1
programme,said,opposition,1
ne,anil,shirole,1
somaiya,ne,anil,1
doval,might,thinking,1
desi,doval,might,1
parameshwara,meet,congress,1
meet,congress,high,1
high,command,delhi,1
command,delhi,finalize,1
delhi,finalize,seat,1
finalize,seat,sharing,1
seat,sharing,jds,1
sharing,jds,video,1
jds,video,link,1
dnt,worry,get,1
worry,get,seats,1
focus,nots,take,1
army,vetarans,surgical,1
vetarans,surgical,strikes,1
surgical,strikes,joining,1
strikes,joining,congress,1
joining,congress,wonder,1
congress,wonder,desi,1
wonder,desi,doval,1
congress,isnt,winning,1
committee,meeting,monday,1
congress,rae,uttar,1
says,need,else,1
first,come,first,1
come,first,serve,1
first,serve,fcfs,1
serve,fcfs,vs,1
fcfs,vs,auction,1
pappu,never,grow,1
never,grow,ignore,1
grow,ignore,word,1
ignore,word,grow,1
need,else,diplomacy,1
face,people,delhi,1
else,diplomacy,start,1
let,pay,staying,1
pay,staying,hungry,1
staying,hungry,giving,1
hungry,giving,life,1
giving,life,that’s,1
life,that’s,way,1
that’s,way,save,1
way,save,face,1
auction,first,come,1
needs,auction,first,1
voted,tears,duped,1
democracy,opposition,good,1
crime,free,state,1
free,state,indian,1
state,indian,definitely,1
indian,definitely,like,1
replace,pm,election,1
pm,election,candidate,1
election,candidate,india,1
candidate,india,love,1
india,love,see,1
love,see,person,1
see,person,great,1
person,great,post,1
great,post,even,1
post,even,opposition,1
even,opposition,also,1
opposition,also,good,1
also,good,successful,1
good,successful,democracy,1
successful,democracy,opposition,1
save,face,people,1
people,delhi,waiting,1
screening,committee,meeting,1
far,dangerous,two,1
election,would,tremendously,1
would,tremendously,great,1
tremendously,great,also,1
great,also,true,1
also,true,decision,1
true,decision,maker,1
president,start,campaign,1
start,campaign,march,1
campaign,march,file,1
soldiers,paramilitary,forces,1
delhi,waiting,pay,1
paramilitary,forces,get,1
forces,get,status,1
get,status,martyrs,1
status,martyrs,government,1
martyrs,government,comes,1
government,comes,power,1
comes,power,get,1
power,get,status,1
congress,screening,committee,1
position,election,would,1
pm,position,election,1
run,pm,position,1
true,colour,shameless,1
waiting,pay,election,1
pay,election,running,1
election,running,congress,1
far,dangerous,these…,1
cm,land,use,1
land,use,police,1
use,police,force,1
police,force,kicking,1
force,kicking,civilians,1
kicking,civilians,home,1
civilians,home,government,1
decedes,decided,executed,1
decided,executed,governments,1
executed,governments,promising,1
governments,promising,everything,1
promising,everything,didnt,1
everything,didnt,party,1
didnt,party,power,1
surely,general,secretary,1
said,opposition,leaders,1
opposition,leaders,agreed,1
leaders,agreed,common,1
hands,lok,polls,1
coalition,taking,throne,1
taking,throne,party,1
throne,party,destined,1
party,destined,lose,1
tired,convincing,alliance,1
convincing,alliance,doesnt,1
alliance,doesnt,understand,1
dmkcongress,join,hands,1
join,hands,lok,1
case,including,perariv…,1
agreement,signed,country,1
tamil,nadu,puducher…,1
seats,high,co…,1
seats,high,command,1
high,command,decide,1
mukul,wasnik,kc,1
wasnik,kc,venugopal,1
kc,venugopal,poll,1
venugopal,poll,pact,1
poll,pact,agreement,1
huge,coalition,taking,1
rather,huge,coalition,1
would,rather,huge,1
interest,would,rather,1
much,opposition,wanting,1
opposition,wanting,go,1
wanting,go,papers,1
puducherry,seat,for…,1
dmkcongress,cunts,contest,1
cunts,contest,ruin,1
contest,ruin,tamilnadu,1
ruin,tamilnadu,state,1
dont,want,see,1
want,see,repeat,1
see,repeat,congress,1
repeat,congress,committing,1
congress,committing,professional,1
committing,professional,suicide,1
professional,suicide,putting,1
suicide,putting,ego,1
putting,ego,national,1
ego,national,interest,1
national,interest,would,1
pact,agreement,signed,1
signed,country,much,1
agreed,common,minimum,1
seat,alliance,dmk,1
stalin,confirm,seats,1
confirm,seats,still,1
seats,still,conversation,1
lok,seats,tn,1
seats,tn,alliance,1
tn,alliance,deal,1
nine,seats,sole,1
seats,sole,seat,1
sole,seat,alliance,1
dmk,president,announced,1
country,much,needs,1
congress,party,seatsharing,1
party,seatsharing,agreement,1
seatsharing,agreement,dmk,1
agreement,dmk,contest,1
launch,campaign,present,1
campaign,present,include,1
sonia,gandhi,contesting,1
gandhi,contesting,lok,1
elections,congress,rae,1
mk,stalin,confirm,1
opinion,dmk,president,1
communists,share,something,1
tdp,communists,share,1
much,needs,alliance,1
supposed,majority,vote,1
majority,vote,swing,1
vote,swing,congress,1
swing,congress,swing,1
congress,swing,seats,1
swing,seats,along,1
seats,along,states,1
along,states,recently,1
states,recently,seats,1
recently,seats,extra,1
seats,extra,sharing,1
extra,sharing,upa,1
sharing,upa,parties,1
upa,parties,major,1
parties,major,hold,1
major,hold,dmk,1
hold,dmk,tdp,1
dmk,tdp,communists,1
hain,much,opposition,1
rahe,hain,much,1
khol,rahe,hain,1
repo,rates,fr,1
set,task,force,1
task,force,securing,1
force,securing,existing,1
securing,existing,seats,1
delhi,allying,photo,1
allying,photo,aap,1
proof,postponed,changes,1
postponed,changes,repo,1
changes,repo,rates,1
rates,fr,weeks,1
pol,khol,rahe,1
fr,weeks,tn,1
weeks,tn,ss,1
tn,ss,started,1
ss,started,hiring,1
started,hiring,historian,1
hiring,historian,gov,1
historian,gov,goi,1
gov,goi,wants,1
goi,wants,eliminate,1
needs,set,task,1
first,needs,set,1
congress,first,needs,1
khan,achievement,present,1
common,minimum,program,1
minimum,program,upcoming,1
identify,seats,leave,1
seats,leave,congress,1
leave,congress,rld,1
wants,win,forthcoming,1
win,forthcoming,shows,1
forthcoming,shows,party,1
urge,file,case,1
file,case,shri,1
case,shri,evidence,1
shri,evidence,hav…,1
either,join,ready,1
join,ready,allot,1
ready,allot,seats,1
preparations,congress,workin…,1
south,ideology,addressing,1
ideology,addressing,secretary,1
secretary,khan,achievement,1
wants,eliminate,resistance,1
political,temperatures,rise,1
temperatures,rise,runup,1
former,salute,lost,1
lost,lives,also,1
lives,also,need,1
also,need,deliver,1
need,deliver,tomorrow,1
deliver,tomorrow,still,1
tomorrow,still,alive,1
still,alive,kicking,1
preparations,congress,working,1
congress,working,committees,1
working,committees,meeting,1
lets,play,game,1
play,game,guess,1
game,guess,said,1
guess,said,line,1
said,line,defeated,1
line,defeated,wasnt,1
saying,ki,hi,1
ki,hi,pol,1
hi,pol,khol,1
salute,lost,lives,1
assassination,former,salute,1
rise,runup,matters,1
happened,assassination,former,1
runup,matters,voters,1
india,n.r,congress,1
n.r,congress,assigned,1
congress,assigned,puducherry,1
assigned,puducherry,constituency,1
puducherry,constituency,part,1
constituency,part,led,1
part,led,front,1
led,front,lok,1
lok,polls,agreement,1
polls,agreement,signed,1
agreement,signed,thursday,1
signed,thursday,evening,1
thursday,evening,two,1
evening,two,parties,1
two,parties,chennai,1
allow,occupy,part,1
running,power,happened,1
power,happened,assassination,1
dalal,fail,upcoming,1
upcoming,election,leave,1
gandhi’s,mukt,remain,1
income,like,mp,1
discusses,candidates,seats,1
elect,ill,make,1
ill,make,every,1
make,every,poor,1
every,poor,india,1
poor,india,rich,1
india,rich,prove,1
rich,prove,wrong,1
minimum,income,like,1
like,mp,congress,1
film,however,senior,1
mp,congress,loot,1
congress,loot,country,1
loot,country,ensure,1
country,ensure,that…,1
mlas,claimed,cm,1
claimed,cm,meets,1
cm,meets,discussing,1
meets,discussing,sons,1
discussing,sons,film,1
hes,kid,ht…,1
power,hes,kid,1
coming,power,hes,1
chance,coming,power,1
new,path,paved,1
path,paved,veteran,1
paved,veteran,anti,1
veteran,anti,corruption,1
anti,corruption,campaigner,1
corruption,campaigner,struggle,1
campaigner,struggle,corruption,1
struggle,corruption,gentle,1
corruption,gentle,reminder,1
gentle,reminder,satyagraha,1
thrust,hug,strategy,1
hug,strategy,overshadows,1
strategy,overshadows,ailing,1
overshadows,ailing,return,1
main,seedha,hun,1
seedha,hun,wonder,1
hun,wonder,congress,1
wonder,congress,chance,1
congress,chance,coming,1
sons,film,however,1
however,senior,congress,1
independent,india,new,1
meeting,congress,president,1
triple,talaq,voted,1
talaq,voted,power,1
voted,power,congress,1
power,congress,mp,1
kamal,hassan,rejects,1
hassan,rejects,alliance,1
rejects,alliance,congress,1
followed,recent,meeting,1
recent,meeting,congress,1
president,party,leaders,1
leaders,reportedly,asked,1
party,leaders,upcoming,1
leaders,upcoming,newly,1
upcoming,newly,appointed,1
newly,appointed,aicc,1
secretary,east,visited,1
east,visited,slum,1
visited,slum,dwellers,1
slum,dwellers,tuesday,1
stance,fighting,tweeted,1
voted,power,poll…,1
president,promises,minimum,1
post,twitter,handle,1
video,post,twitter,1
reportedly,asked,mlas,1
asked,mlas,keep,1
mlas,keep,mum,1
keep,mum,till,1
mum,till,polls,1
rahul,promises,minimum,1
amit,shah,address,1
shah,address,meetings,1
address,meetings,odisha,1
us,indians,voting,1
indians,voting,yet,1
voting,yet,another,1
yet,another,government,1
another,government,narendra,1
government,narendra,modi,1
narendra,modi,anyone,1
modi,anyone,else,1
anyone,else,watch,1
else,watch,video,1
india,new,path,1
landmark,history,independent,1
hope,give,ticket,1
reading,defeat,giant,1
party,also,part,1
also,part,congress,1
part,congress,wants,1
congress,wants,allocate,1
wants,allocate,particular,1
allocate,particular,constituency,1
particular,constituency,ruling,1
constituency,ruling,party,1
seats,respectively,cc,1
defeat,giant,s.k,1
us,indian,politics,1
giant,s.k,patil,1
s.k,patil,decipher,1
patil,decipher,sparks,1
decipher,sparks,hopes,1
sparks,hopes,like,1
hopes,like,even,1
like,even,new,1
even,new,experiment,1
new,experiment,us,1
continue,congress,party,1
wants,continue,congress,1
polls,wants,continue,1
upcoming,polls,wants,1
glum,today,au,1
today,au,pair,1
au,pair,though,1
pair,though,would,1
though,would,understand,1
would,understand,guess,1
alloted,mahatma,gandhi,1
mahatma,gandhi,national,1
gandhi,national,rural,1
national,rural,employment,1
rural,employment,gurantee,1
employment,gurantee,act,1
late,wife,said,1
wife,said,planning,1
said,planning,contest,1
planning,contest,mandya,1
contest,mandya,constituency,1
mandya,constituency,upcoming,1
constituency,upcoming,polls,1
experiment,us,indian,1
fmr,cm,saying,1
new,landmark,history,1
must,politicise,meeting,1
rahul,promised,women,1
promised,women,reservation,1
women,reservation,comes,1
reservation,comes,power,1
ysr,congress,launches,1
congress,launches,campaign,1
launches,campaign,highlight,1
campaign,highlight,unfulfilled,1
highlight,unfulfilled,promises,1
politicise,meeting,goa,1
cm,saying,action,1
must,politicise,parrikar,1
politicise,parrikar,meeting,1
parrikar,meeting,goa,1
jd(s,congress,hold,1
congress,hold,seat,1
hold,seat,sharing,1
seat,sharing,plans,1
sharing,plans,discussions,1
plans,discussions,soon,1
ne,yeh,di,1
family,ne,yeh,1
live,family,ne,1
long,live,family,1
saying,action,taken,1
action,taken,indulging,1
taken,indulging,hero,1
indulging,hero,worship,1
hero,worship,hes,1
worship,hes,added,1
hes,added,coalition,1
added,coalition,needs,1
coalition,needs,united,1
needs,united,till,1
united,till,polls,1
comission,agent,hole,1
agent,hole,corruption,1
hole,corruption,center,1
corruption,center,hole,1
center,hole,janpath,1
hole,janpath,part,1
janpath,part,long,1
part,long,live,1
really,hope,give,1
give,ticket,contest,1
shell,contest,mandya,1
spitting,venom,never,1
hate,style,politics,1
style,politics,tortured,1
politics,tortured,years,1
tortured,years,he…,1
wonderful,appreciate,spirit,1
appreciate,spirit,cowards,1
spirit,cowards,keep,1
cowards,keep,spitting,1
keep,spitting,venom,1
venom,never,appreciate,1
allies,ls,seats,1
never,appreciate,good,1
appreciate,good,done,1
good,done,others,1
done,others,true,1
others,true,leader,1
true,leader,inspiration,1
congress,concludes,alliance,1
concludes,alliance,jharkhand,1
alliance,jharkhand,allies,1
anger,hate,style,1
underlines,anger,hate,1
fight,treat,listen,1
shame,fight,treat,1
parliament,facts,presented,1
facts,presented,ripped,1
presented,ripped,apart,1
ripped,apart,opponents,1
apart,opponents,report,1
opponents,report,card,1
report,card,modi,1
card,modi,govt,1
modi,govt,congress,1
govt,congress,totally,1
congress,totally,rattled,1
totally,rattled,facts,1
rattled,facts,figures,1
congress,chief,introd…,1
would,quit,politics,1
quit,politics,little,1
politics,little,honor,1
little,honor,shame,1
honor,shame,fight,1
jharkhand,allies,ls,1
ls,seats,follows,1
spectacular,speech,parliament,1
trend,rahul,gandhi,1
well,think,taking,1
congress,president,general,1
president,general,secretaries,1
general,secretaries,priyanka,1
secretaries,priyanka,gandhi,1
priyanka,gandhi,visiting,1
gandhi,visiting,lucknow,1
ad,congress,dynasty,1
reality,trend,rahul,1
gandhi,attacking,modi,1
seats,follows,congress,1
attacking,modi,trying,1
modi,trying,get,1
trying,get,lead,1
get,lead,position,1
lead,position,nowadays,1
position,nowadays,mamta,1
nowadays,mamta,taken,1
mamta,taken,position,1
taken,position,note,1
first,well,think,1
try,first,well,1
thing,try,first,1
irrelevant,thing,try,1
follows,congress,seats,1
jmm,seats,rjd,1
rjd,seats,jvp,1
seats,jvp,marandi,1
jvp,marandi,seat,1
dear,mr,rahul,1
rahul,gandhi,moment,1
gandhi,moment,pride,1
moment,pride,us,1
pride,us,would,1
us,would,speak,1
would,speak,random,1
speak,random,topic,1
random,topic,nonstop,1
topic,nonstop,minutes,1
nonstop,minutes,without,1
minutes,without,speaking,1
without,speaking,irrelevant,1
speaking,irrelevant,thing,1
speech,parliament,facts,1
ji,spectacular,speech,1
ticket,contest,constituency,1
couldve,easily,going,1
fought,issues,farmers,1
issues,farmers,corruption,1
farmers,corruption,pm,1
corruption,pm,rafale,1
pm,rafale,rahul,1
priyanka,gandhi,wont,1
gandhi,wont,factor,1
wont,factor,ls,1
factor,ls,polls,1
easily,going,alone,1
tharoor,insulted,holy,1
going,alone,definite,1
alone,definite,major,1
definite,major,would,1
major,would,way,1
would,way,losing,1
way,losing,support,1
losing,support,coming,1
congress,getting,stronger,1
getting,stronger,telangana,1
polls,fought,issues,1
ls,polls,fought,1
move,regain,power,1
initiates,move,regain,1
contest,constituency,northwest,1
constituency,northwest,since,1
northwest,since,refused,1
since,refused,contest,1
refused,contest,wld,1
contest,wld,sure,1
wld,sure,shot,1
sure,shot,lost,1
shot,lost,constituency,1
lost,constituency,gor,1
evil,masterminded,facilitated,1
masterminded,facilitated,fixed,1
facilitated,fixed,return,1
fixed,return,tragic,1
return,tragic,vote,1
want,oommen,chandy,1
oommen,chandy,congress,1
elections,congress,initiates,1
congress,initiates,move,1
shashi,tharoor,insulted,1
insulted,holy,ganga,1
congratulate,ji,spectacular,1
thursday,discussed,partys,1
congress,take,look,1
modi,years,vs,1
years,vs,months,1
vs,months,speech,1
months,speech,congress,1
speech,congress,ad,1
ad,dynasty,fantastic,1
congress,president,thursday,1
president,thursday,discussed,1
discussed,partys,strategy,1
holy,ganga,mata,1
partys,strategy,aicc,1
strategy,aicc,general,1
aicc,general,secretaries,1
general,secretaries,incharges,1
secretaries,incharges,various,1
incharges,various,states,1
various,states,meeting,1
states,meeting,attended,1
meeting,attended,sister,1
grace,congress,take,1
saving,grace,congress,1
last,saving,grace,1
pradesh,last,saving,1
ganga,mata,first,1
mata,first,time,1
first,time,even,1
time,even,always,1
even,always,hindus,1
always,hindus,faith,1
hindus,faith,hurt,1
faith,hurt,crore,1
hurt,crore,hindu,1
crore,hindu,see,1
hindu,see,react,1
see,react,antihindu,1
react,antihindu,congress,1
antihindu,congress,party,1
willing,contest,apply,1
contest,apply,party,1
apply,party,tickets,1
party,tickets,paying,1
uttar,pradesh,last,1
looking,glum,today,1
polls,shell,contest,1
election,leave,politics,1
holds,meeting,residence,1
chodo,party,nominal,1
party,nominal,marginal,1
nominal,marginal,player,1
marginal,player,state,1
player,state,one,1
state,one,cares,1
one,cares,ugh,1
ls,polls,holds,1
polls,holds,meeting,1
meeting,residence,mission,1
counting,wins,elections,1
rajasthan,congress,may,1
congress,may,issue,1
may,issue,first,1
issue,first,list,1
list,candidates,midmarch,1
okey,required,cause,1
required,cause,twitter,1
cause,twitter,retweets,1
twitter,retweets,counting,1
majasachiv,chodo,party,1
seats,majasachiv,chodo,1
exactly,seats,majasachiv,1
occupies,exactly,seats,1
upcoming,election,ticket,1
congresss,central,wo…,1
congresss,central,working,1
central,working,committee,1
working,committee,cwc,1
committee,cwc,pu,1
cwc,pu,gaikhangam,1
pu,gaikhangam,named,1
gaikhangam,named,new,1
named,new,manipur,1
new,manipur,pradesh,1
manipur,pradesh,congress,1
congress,committee,mpcc,1
pathetic,reporting,channels,1
reporting,channels,reads,1
channels,reads,mahasachiv,1
reads,mahasachiv,talking,1
mahasachiv,talking,occupies,1
talking,occupies,exactly,1
retweets,counting,wins,1
rahul,gandhi,mrs,1
gujarat,congress,ahead,1
discuss,preparedness,elections,1
huge,discrepancies,click,1
discrepancies,click,find,1
like,retweet,comment,1
retweet,comment,others,1
calls,meeting,pcc,1
meeting,pcc,chiefs,1
pcc,chiefs,clp,1
chiefs,clp,leaders,1
leaders,discuss,preparedness,1
guts,please,talk,1
gandhi,mrs,sonia,1
please,talk,rafale,1
talk,rafale,tells,1
rafale,tells,gadkari,1
congress,president,chief,1
president,chief,minister,1
chief,minister,opposition,1
minister,opposition,parties,1
opposition,parties,come,1
parties,come,solidarity,1
shows,huge,discrepancies,1
count,shows,huge,1
vote,count,shows,1
election,vote,count,1
mrs,sonia,gandhi,1
sonia,gandhi,please,1
gandhi,please,give,1
please,give,us,1
give,us,names,1
us,names,villages,1
names,villages,adopted,1
villages,adopted,improvement,1
adopted,improvement,mplad,1
improvement,mplad,funds,1
priyanka,gandhi,returns,1
gandhi,returns,india,1
returns,india,meets,1
india,meets,residence,1
uproar,trinamool,congress,1
congress,tmc,lok,1
trust,evms,mp,1
evms,mp,election,1
mp,election,vote,1
congress,ahead,elections,1
committees,gujarat,congress,1
solidarity,fight,center,1
hes,propaganda,youre,1
lost,demonetisation,money,1
demonetisation,money,made,1
money,made,wasted,1
made,wasted,whereas,1
wasted,whereas,wanted,1
whereas,wanted,trap,1
wanted,trap,case,1
trap,case,hes,1
case,hes,propaganda,1
propaganda,youre,trying,1
annual,trying,resell,1
youre,trying,prove,1
trying,prove,us,1
prove,us,man,1
kind,growth,need,1
growth,need,ld,1
need,ld,great,1
ld,great,ji,1
loans,promised,succeed,1
months,away,annual,1
much,lost,demonetisation,1
maam,much,lost,1
know,maam,much,1
party’s,campaign,poll…,1
least,period,asked,1
period,asked,question,1
asked,question,participated,1
question,participated,discussions,1
participated,discussions,kya,1
discussions,kya,ye,1
kya,ye,jhoonth,1
ye,jhoonth,phelana,1
jhoonth,phelana,nahi,1
phelana,nahi,hai,1
nahi,hai,asking,1
incharge,eastern,likely,1
eastern,likely,visit,1
likely,visit,state,1
visit,state,discuss,1
state,discuss,partys,1
discuss,partys,strategy,1
partys,strategy,elections,1
us,equivalent,agree,1
away,annual,trying,1
trying,resell,election,1
seven,committees,gujarat,1
raise,poll,trumpet,1
nadeem/shakeel/azam,danger,mp,1
danger,mp,islam,1
mp,islam,khatre,1
islam,khatre,mein?😎,1
congress,supreme,announces,1
supreme,announces,poll,1
announces,poll,campaign,1
priyanka,gandhi,raise,1
gandhi,raise,poll,1
poll,trumpet,lucknow,1
