W1,W2,W3,F
patience,mistakes,someone,1
mistakes,someone,starts,1
someone,starts,one,1
starts,one,thing,1
one,thing,always,1
thing,always,gets,1
always,gets,done,1
gets,done,team,1
done,team,player,1
team,player,learn,1
player,learn,listen,1
learn,listen,work,1
slightly,representative,citizens,1
representative,citizens,low,1
another,great,video,1
great,video,video,1
house,representatives,americas,1
representatives,americas,need,1
americas,need,another,1
need,another,foulmouthed,1
another,foulmouthed,loudmouth,1
foulmouthed,loudmouth,kind,1
loudmouth,kind,change,1
kind,change,america,1
change,america,needs,1
goes,aoc,dudes,1
aoc,dudes,twitter,1
dudes,twitter,thought,1
twitter,thought,dancing,1
thought,dancing,college,1
dancing,college,every,1
college,every,single,1
every,single,country,1
single,country,paster,1
country,paster,footloose,1
expected,aoc,super,1
aoc,super,cool,1
constituents,house,representatives,1
serving,constituents,house,1
demonstrates,serving,constituents,1
tax,returns,campaign,1
video,video,like,1
video,like,share,1
lets,try,watching,1
immigration,polled,important,1
polled,important,issue,1
important,issue,impeachment,1
issue,impeachment,trumps,1
impeachment,trumps,tax,1
trumps,tax,returns,1
returns,campaign,finance,1
rashida,demonstrates,serving,1
campaign,finance,laws,1
finance,laws,people,1
laws,people,want,1
people,want,protected,1
want,protected,hey,1
protected,hey,damn,1
hey,damn,address,1
damn,address,concerns,1
congresswoman,rashida,demonstrates,1
control,house,civility,1
taken,control,house,1
democrats,taken,control,1
nclc,attorney,hand,1
must,held,account,1
always,speak,truth”,1
speak,truth”,first,1
truth”,first,women,1
first,women,u.s,1
women,u.s,lead,1
profanity,especially,spoken,1
especially,spoken,front,1
spoken,front,children,1
front,children,speaking,1
children,speaking,truth,1
speaking,truth,power,1
truth,power,nothing,1
power,nothing,profanity,1
nothing,profanity,sad,1
profanity,sad,state,1
sad,state,affairs,1
yesterday,newly,elected,1
newly,elected,reelected,1
elected,reelected,sworn,1
reelected,sworn,nclc,1
administration,must,held,1
act,administration,must,1
rep,act,administration,1
following,new,women,1
strong,organization,strong,1
organization,strong,organization,1
strong,organization,starts,1
organization,starts,caring,1
starts,caring,people.”,1
caring,people.”,jw,1
twitter,feed,happy,1
feed,happy,following,1
happy,following,new,1
new,women,color,1
new,rep,act,1
women,color,representatives,1
reason,needs,know,1
needs,know,kick,1
know,kick,ass,1
kick,ass,try,1
ass,try,new,1
try,new,challenge,1
horrid,hope,new,1
hope,new,rep,1
sworn,nclc,attorney,1
attorney,hand,welcome,1
rashada,democrats,taken,1
hand,welcome,swearing,1
walk,walk,past,1
walk,past,expected,1
discovered,conservatives,women,1
conservatives,women,dance,1
women,dance,men,1
dance,men,don’t,1
don’t,get,say,1
get,say,shit,1
say,shit,makes,1
shit,makes,feel,1
makes,feel,inside,1
feel,inside,women,1
inside,women,swear,1
women,swear,don’t,1
swear,don’t,need,1
don’t,need,fucking,1
need,fucking,apologize,1
fucking,apologize,welcome,1
apologize,welcome,new,1
welcome,new,world,1
glad,rashada,democrats,1
talk,walk,walk,1
talk,talk,walk,1
like,talk,talk,1
wanted,lot,nonpolitician,1
rookies,gonna,rookie,1
gonna,rookie,rs,1
rookie,rs,wanted,1
rs,wanted,politicians,1
wanted,politicians,white,1
politicians,white,house,1
white,house,ds,1
house,ds,wanted,1
ds,wanted,lot,1
lot,nonpolitician,congress,1
voters,like,talk,1
nonpolitician,congress,one,1
congress,one,surprised,1
one,surprised,results,1
surprised,results,yet,1
dems,change,heart,1
change,heart,dont,1
heart,dont,think,1
dont,think,voters,1
think,voters,like,1
super,cool,awesome,1
epic,spectacular,ever,1
gain,patience,strong,1
people,specifically,leadership,1
leadership,positions,would,1
positions,would,well,1
exactly,always,sets,1
term,limits,like,1
limits,like,asking,1
like,asking,serial,1
asking,serial,rapist,1
serial,rapist,castrate,1
rapist,castrate,themself,1
castrate,themself,would,1
themself,would,great,1
would,great,unlikely,1
great,unlikely,dang,1
unlikely,dang,guess,1
dang,guess,another,1
guess,another,glass,1
another,glass,half,1
glass,half,empty,1
half,empty,day,1
news,full,stories,1
full,stories,unapologetic,1
specifically,leadership,positions,1
solution,people,specifically,1
spectacular,ever,cynical,1
part,solution,people,1
american,people,yesterday,1
people,yesterday,disrespect,1
yesterday,disrespect,rule,1
disrespect,rule,law,1
rule,law,well,1
law,well,allowing,1
well,allowing,shouted,1
allowing,shouted,need,1
shouted,need,know,1
need,know,decision,1
know,decision,right,1
decision,right,new,1
right,new,path,1
three,two,wrongs,1
two,wrongs,don’t,1
wrongs,don’t,make,1
don’t,make,right,1
make,right,either,1
right,either,part,1
either,part,part,1
part,part,solution,1
stories,unapologetic,women,1
many,made,history,1
made,history,openly,1
history,openly,senators,1
congratulations,women,elected,1
women,elected,congress,1
first,woman,elected,1
youngest,woman,elected,1
coming,major,wave,1
major,wave,yet,1
wave,yet,covered,1
yet,covered,many,1
covered,many,getting,1
many,getting,coverage,1
pelosi,knows,speakers,1
knows,speakers,proper,1
speakers,proper,role,1
proper,role,consensus,1
role,consensus,actively,1
consensus,actively,shape,1
actively,shape,leadership,1
shape,leadership,happy,1
leadership,happy,new,1
happy,new,congress,1
know,consequence,motherfucker,1
legislative,principles,proposals,1
full,legislative,principles,1
status,full,legislative,1
hey,america’s,rashida,1
openly,senators,openly,1
senators,openly,gay,1
openly,gay,governors,1
gay,governors,main,1
governors,main,coverage,1
main,coverage,pictures,1
coverage,pictures,media,1
pictures,media,last,1
media,last,two,1
america’s,rashida,seen,1
attend,saturday,january,1
rashida,seen,president,1
seen,president,trump,1
president,trump,can’t,1
trump,can’t,stop,1
can’t,stop,winning,1
mother,lost,son,1
lost,son,ran,1
son,ran,seat,1
everything,complicated,seems,1
disrespect,american,people,1
paid,others,suffer,1
get,paid,others,1
copy,constitution,that’s,1
dancin,swearin,reward,1
swearin,reward,pussy,1
reward,pussy,presidency,1
pussy,presidency,go,1
presidency,go,figure,1
woman,way,go,1
way,go,michigan,1
go,michigan,rashida,1
michigan,rashida,electoral,1
rashida,electoral,college,1
electoral,college,rep,1
college,rep,rashida,1
rep,rashida,rep,1
rashida,rep,congresswoman,1
rep,congresswoman,rashida,1
congresswoman,rashida,oscars,1
don’t,understand,oath,1
understand,oath,office,1
oath,office,taken,1
office,taken,anything,1
taken,anything,copy,1
women,dancin,swearin,1
young,women,dancin,1
like,young,women,1
light,great,weekend,1
ever,cynical,folks,1
cynical,folks,know,1
folks,know,shining,1
know,shining,spotlight,1
shining,spotlight,good,1
spotlight,good,people,1
good,people,results,1
people,results,light,1
results,light,great,1
great,weekend,shine,1
dont,like,young,1
profanity,hate,displayed,1
hate,displayed,new,1
displayed,new,congress,1
new,congress,shows,1
congress,shows,nothing,1
shows,nothing,different,1
nice,rack,htt…,1
congratulations,proud,nativeamerican,1
proud,nativeamerican,sisters,1
anything,copy,constitution,1
constitution,that’s,elected,1
congress,get,paid,1
that’s,elected,defend,1
lost,us,least,1
house,female,historic,1
female,historic,never,1
historic,never,many,1
never,many,went,1
many,went,women,1
went,women,huge,1
women,huge,result,1
huge,result,tons,1
result,tons,work,1
tons,work,also,1
work,also,sad,1
also,sad,still,1
sad,still,arent,1
still,arent,even,1
arent,even,quarter,1
even,quarter,voices,1
quarter,voices,room,1
voices,room,still,1
room,still,lots,1
still,lots,work,1
shows,lost,us,1
energetic,shows,lost,1
smart,energetic,shows,1
dems,house,senior,1
elected,defend,someone’s,1
defend,someone’s,version,1
someone’s,version,god,1
version,god,religion,1
national,gas,lighting,1
gas,lighting,event,1
really,enjoying,reading,1
enjoying,reading,dems,1
reading,dems,house,1
house,senior,ones,1
seem,smart,energetic,1
senior,ones,like,1
ones,like,pelosi,1
like,pelosi,schiff,1
pelosi,schiff,seem,1
schiff,seem,competent,1
seem,competent,new,1
competent,new,ones,1
new,ones,seem,1
ones,seem,smart,1
patience,strong,organization,1
material,gain,patience,1
motherfucker,comment,trump,1
dums,house,calling,1
calling,president,mfer,1
president,mfer,proposing,1
mfer,proposing,tax,1
proposing,tax,rate,1
tax,rate,calling,1
rate,calling,elimination,1
calling,elimination,electoral,1
electoral,college,day,1
little,man,hasn’t,1
man,hasn’t,moved,1
hasn’t,moved,minutes,1
photo,op,like,1
op,like,see,1
like,see,aka,1
see,aka,take,1
aka,take,camera,1
take,camera,asking,1
camera,asking,house,1
asking,house,forego,1
house,forego,paychecks,1
forego,paychecks,whilst,1
house,calling,president,1
dum,dums,house,1
trump,common,enemy,1
elected,dum,dums,1
trying,rescue,used,1
years,independence,americans,1
independence,americans,still,1
americans,still,keep,1
still,keep,fighting,1
keep,fighting,rights,1
fighting,rights,hope,1
rights,hope,one,1
hope,one,day,1
one,day,sworn,1
day,sworn,working,1
sworn,working,people,1
working,people,rather,1
people,rather,fighting,1
expect,talking,nonstop,1
talking,nonstop,next,1
nonstop,next,"year.""mj",1
next,"year.""mj",lee,1
"year.""mj",lee,political,1
lee,political,correspondent,1
appears,elected,dum,1
paychecks,whilst,needs,1
whilst,needs,demand,1
representatives,sworn,house,1
sworn,house,that’s,1
middle,line,standing,1
line,standing,side,1
standing,side,unwilling,1
side,unwilling,move,1
icon,reclaims,role,1
reclaims,role,seals,1
role,seals,place,1
thank,president,donald,1
president,donald,trump,1
donald,trump,holding,1
trump,holding,line,1
holding,line,standing,1
line,standing,legislators,1
standing,legislators,hate,1
legislators,hate,hate,1
sometimes,common,enemy,1
common,enemy,rivals,1
enemy,rivals,together,1
rivals,together,happen,1
together,happen,legislature,1
happen,legislature,trump,1
that’s,middle,line,1
party,that’s,middle,1
political,party,that’s,1
americans,accurate,representation,1
house,that’s,americans,1
that’s,americans,make,1
americans,make,general,1
make,general,population,1
general,population,first,1
population,first,time,1
first,time,history,1
time,history,americans,1
history,americans,accurate,1
accurate,representation,one,1
waiting,political,party,1
representation,one,took,1
hope,new,faces,1
faces,new,wave,1
new,wave,politics,1
wave,politics,feed,1
politics,feed,old,1
feed,old,ones,1
old,ones,waiting,1
ones,waiting,political,1
instead,trying,rescue,1
americans,instead,trying,1
years,americans,instead,1
expressing,point,asinine,1
like,grader,outwardly,1
grader,outwardly,says,1
outwardly,says,dislikes,1
says,dislikes,girl,1
dislikes,girl,secretly,1
girl,secretly,likes,1
secretly,likes,constantly,1
likes,constantly,mentions,1
constantly,mentions,negatively,1
mentions,negatively,trump,1
negatively,trump,secretly,1
trump,secretly,admires,1
secretly,admires,haha,1
hey,rest,new,1
rest,new,world,1
new,world,favour,1
world,favour,actually,1
favour,actually,use,1
actually,use,good,1
use,good,words,1
good,words,expressing,1
option,instead,like,1
much,option,instead,1
love,much,option,1
wall,helped,farm,1
matters,like,arguing,1
like,arguing,points,1
arguing,points,coming,1
points,coming,solutions,1
incoming,take,note,1
take,note,government,1
note,government,shut,1
government,shut,wall,1
shut,wall,helped,1
helped,farm,get,1
twitter,love,much,1
farm,get,passed,1
get,passed,one,1
passed,one,farm,1
one,farm,he’s,1
farm,he’s,hand,1
he’s,hand,crafting,1
hand,crafting,time,1
else,wishes,twitter,1
wishes,twitter,love,1
words,expressing,point,1
point,asinine,foul,1
two,years,americans,1
asinine,foul,language,1
trump,movement,may,1
movement,may,waste,1
may,waste,moment,1
waste,moment,history,1
minimum,wage,required,1
wage,required,us,1
required,us,good,1
us,good,crazy,1
good,crazy,housing/rent,1
crazy,housing/rent,prices,1
housing/rent,prices,throughout,1
prices,throughout,country,1
throughout,country,controlled,1
country,controlled,declines,1
controlled,declines,rather,1
declines,rather,keeps,1
rather,keeps,increasing,1
keeps,increasing,otherwise,1
increasing,otherwise,whats,1
otherwise,whats,point,1
house,two,years,1
civilize,trump,movement,1
way,civilize,trump,1
find,way,civilize,1
nations,housing,crisis,1
foul,language,seems,1
language,seems,okay,1
seems,okay,said,1
okay,said,podcast,1
making,porn,movie,1
porn,movie,name,1
movie,name,would,1
name,would,cheri,1
ignoring,nations,housing,1
im,happy,stirring,1
may,find,way,1
happy,stirring,things,1
stirring,things,fresh,1
things,fresh,ideas,1
fresh,ideas,calling,1
ideas,calling,old,1
calling,old,ones,1
old,ones,nothing,1
ones,nothing,movement,1
welcome,may,find,1
legislature,trump,common,1
deal,reached,latest,1
interested,material,gain,1
leader,steny,hoyer,1
hoyer,decide,party’s,1
decide,party’s,agenda,1
used,swear,diverse,1
swear,diverse,age,1
diverse,age,gender,1
age,gender,faith,1
gender,faith,congress,1
faith,congress,ever,1
congress,ever,congrats,1
ever,congrats,incoming,1
congrats,incoming,go,1
incoming,go,great,1
go,great,things,1
diverse,incoming,future,1
incoming,future,promised,1
several,factors,played,1
house,democrats,friday,1
democrats,friday,unveiled,1
friday,unveiled,sweeping,1
unveiled,sweeping,ethics,1
sweeping,ethics,reform,1
steny,hoyer,decide,1
majority,leader,steny,1
reached,latest,meeting,1
house,majority,leader,1
actually,something,keep,1
something,keep,please,1
keep,please,receipts,1
please,receipts,working,1
many,people,taking,1
people,taking,here’s,1
taking,here’s,little,1
here’s,little,something,1
another,first,occurred,1
first,occurred,dc,1
occurred,dc,thursday,1
dc,thursday,first,1
thursday,first,woman,1
first,woman,floor,1
woman,floor,director,1
floor,director,new,1
director,new,position,1
new,position,goff,1
position,goff,help,1
goff,help,house,1
help,house,majority,1
ethics,reform,package,1
reform,package,one,1
package,one,first,1
one,first,many,1
women,hear,us,1
hear,us,roar,1
like,record,women,1
record,women,house,1
women,house,representatives,1
choice,ilhan,omar,1
ilhan,omar,first,1
omar,first,wear,1
first,wear,us,1
wear,us,congress,1
oh,know,keep,1
know,keep,articles,1
keep,articles,already,1
articles,already,introduced,1
already,introduced,new,1
introduced,new,lies,1
new,lies,seem,1
lies,seem,come,1
seem,come,easy,1
worry,leaders,interested,1
leaders,interested,material,1
truth,power,enlarge,1
speak,truth,power,1
ways,speak,truth,1
congressmen,new,terms,1
first,many,pieces,1
many,pieces,legislation,1
pieces,legislation,zero,1
legislation,zero,chance,1
zero,chance,passing,1
chance,passing,senate,1
u.s,house,representatives,1
house,representatives,democrats,1
representatives,democrats,democrats,1
yesterday,historic,day,1
ridiculous,ways,speak,1
historic,day,house,1
day,house,representatives,1
house,representatives,congress,1
representatives,congress,general,1
congress,general,flossing,1
general,flossing,already,1
flossing,already,influence,1
speak,children,ridiculous,1
children,ridiculous,ways,1
person,actually,something,1
omg,person,actually,1
democrats,meet,trump,1
never,excited,hill,1
lol,even,anderson,1
even,anderson,cooper,1
anderson,cooper,can’t,1
cooper,can’t,words,1
can’t,words,coming,1
words,coming,skulls,1
coming,skulls,mouth,1
skulls,mouth,well,1
mouth,well,done,1
well,done,new,1
done,new,york,1
new,york,congresswoman,1
york,congresswoman,comedienne,1
keep,getting,asked,1
getting,asked,opinion,1
asked,opinion,politics,1
opinion,politics,well,1
ive,dc,area,1
dc,area,almost,1
area,almost,years,1
almost,years,never,1
voices,experiences,undo…,1
doesnt,much,moral,1
mitt,doesnt,much,1
working,indentured,servants,1
latest,meeting,chuck,1
meeting,chuck,schumer,1
nancy,pelosi,government,1
pelosi,government,shutdown,1
government,shutdown,continues,1
every,mandated,pay,1
mandated,pay,furlough,1
pay,furlough,working,1
furlough,working,indentured,1
decorum,left,sworn,1
morality,mitt,doesnt,1
left,sworn,executive,1
nolte,mitt,romney,1
mitt,romney,silent,1
romney,silent,trump,1
silent,trump,called,1
trump,called,hitler,1
called,hitler,mother,1
hitler,mother,morality,1
mother,morality,mitt,1
years,never,excited,1
excited,hill,staffer,1
day,democrats,meet,1
hill,staffer,made,1
first,things,first,1
things,first,democrats,1
trip,imagine,en…,1
right,anyone,gender,1
anyone,gender,race,1
gender,race,speak,1
race,speak,like,1
speak,like,especially,1
like,especially,congress,1
especially,congress,immediately,1
congress,immediately,overreacting,1
